B-V;Vmag;log.Teff;logL;Age;Mass
 0.810;14.540; 3.831; 0.83; 1.00e+09;  1.56
 0.810;14.540; 3.831; 0.83; 1.20e+09;  1.52
 0.810;14.540; 3.831; 0.83; 1.59e+09;  1.44
 0.890;14.540; 3.806; 0.84; 1.95e+09;  1.41
 0.720;14.590; 3.862; 0.81; 5.70e+08;  1.55
 0.720;14.610; 3.862; 0.80; 5.54e+08;  1.55
 0.810;14.620; 3.831; 0.80; 9.79e+08;  1.53
 0.810;14.620; 3.831; 0.80; 1.38e+09;  1.46
 0.810;14.620; 3.831; 0.80; 1.63e+09;  1.43
 0.760;14.620; 3.847; 0.80; 7.66e+08;  1.53
 0.680;14.630; 3.877; 0.80; 2.57e+08;  1.56
 0.640;14.740; 3.892; 0.75;-2.04e+08;  1.57
 0.700;14.800; 3.869; 0.73; 1.79e+08;  1.51
 0.840;14.810; 3.822; 0.73; 1.12e+09;  1.47
 0.840;14.810; 3.822; 0.73; 1.70e+09;  1.39
 0.840;14.810; 3.822; 0.73; 1.96e+09;  1.36
 0.960;14.860; 3.789; 0.72; 2.68e+09;  1.31
 1.020;14.870; 3.775; 0.73; 2.75e+09;  1.31
 0.930;14.870; 3.795; 0.71; 2.60e+09;  1.31
 0.710;14.870; 3.865; 0.70; 1.73e+08;  1.49
 0.750;14.880; 3.850; 0.69; 5.64e+08;  1.46
 1.040;14.930; 3.770; 0.70; 2.91e+09;  1.29
 0.820;14.940; 3.828; 0.68; 1.03e+09;  1.42
 1.050;14.950; 3.768; 0.70; 2.97e+09;  1.28
 0.730;14.960; 3.858; 0.66; 2.64e+08;  1.45
 0.990;14.960; 3.782; 0.69; 2.96e+09;  1.28
 0.890;14.970; 3.806; 0.67; 1.54e+09;  1.40
 0.890;14.970; 3.806; 0.67; 1.80e+09;  1.37
 0.890;14.970; 3.806; 0.67; 2.54e+09;  1.29
 1.060;15.040; 3.766; 0.66; 3.23e+09;  1.26
 0.910;15.050; 3.800; 0.64; 1.76e+09;  1.36
 0.910;15.050; 3.800; 0.64; 1.90e+09;  1.35
 0.910;15.050; 3.800; 0.64; 2.80e+09;  1.26
 0.830;15.060; 3.825; 0.63; 1.08e+09;  1.38
 0.760;15.090; 3.847; 0.61; 4.22e+08;  1.40
 1.020;15.110; 3.775; 0.63; 3.40e+09;  1.23
 0.890;15.110; 3.806; 0.61; 1.59e+09;  1.35
 0.890;15.110; 3.806; 0.61; 2.32e+09;  1.29
 0.890;15.110; 3.806; 0.61; 2.66e+09;  1.26
 1.000;15.120; 3.780; 0.62; 3.38e+09;  1.23
 1.120;15.150; 3.752; 0.63; 3.59e+09;  1.23
 1.050;15.170; 3.768; 0.61; 3.63e+09;  1.21
 0.930;15.180; 3.795; 0.59; 1.99e+09;  1.32
 0.930;15.180; 3.795; 0.59; 2.25e+09;  1.30
 0.930;15.180; 3.795; 0.59; 3.13e+09;  1.23
 1.070;15.180; 3.764; 0.61; 3.67e+09;  1.21
 0.950;15.180; 3.791; 0.59; 3.24e+09;  1.22
 1.100;15.180; 3.757; 0.61; 3.69e+09;  1.21
 1.250;15.200; 3.723; 0.64; 3.38e+09;  1.26
 1.070;15.200; 3.764; 0.60; 3.74e+09;  1.21
 1.120;15.210; 3.752; 0.60; 3.80e+09;  1.21
 1.050;15.230; 3.768; 0.59; 3.82e+09;  1.20
 1.030;15.240; 3.773; 0.58; 3.79e+09;  1.19
 1.170;15.270; 3.741; 0.59; 3.99e+09;  1.20
 1.230;15.270; 3.727; 0.61; 3.84e+09;  1.22
 1.110;15.310; 3.755; 0.56; 4.16e+09;  1.18
 1.150;15.320; 3.745; 0.57; 4.20e+09;  1.18
 1.080;15.330; 3.761; 0.55; 4.20e+09;  1.17
 1.010;15.330; 3.777; 0.54; 3.92e+09;  1.17
 1.010;15.350; 3.777; 0.53; 3.97e+09;  1.17
 1.170;15.380; 3.741; 0.55; 4.43e+09;  1.16
 1.100;15.420; 3.757; 0.52; 4.58e+09;  1.14
 1.230;15.430; 3.727; 0.55; 4.59e+09;  1.16
-0.180; 9.190; 4.212; 3.59; 2.63e+07;  7.38
-0.210; 9.450; 4.250; 3.58; 2.64e+07;  7.33
 1.480; 9.460; 3.616; 3.29; 2.42e+07;  7.78
 1.480; 9.460; 3.616; 3.29; 3.66e+07;  6.81
 1.480; 9.460; 3.616; 3.29; 4.93e+07;  6.31
-0.220; 9.870; 4.267; 3.45; 2.08e+07;  7.30
-0.190;10.000; 4.225; 3.30; 2.90e+07;  6.54
-0.190;10.000; 4.225; 3.30; 3.50e+07;  6.31
-0.190;10.000; 4.225; 3.30; 3.71e+07;  6.19
-0.220;10.390; 4.267; 3.24; 1.72e+07;  6.62
-0.190;10.520; 4.225; 3.09; 2.75e+07;  5.91
-0.140;10.560; 4.150; 2.89; 5.26e+07;  5.06
-0.140;10.560; 4.150; 2.89; 5.41e+07;  5.04
-0.140;10.560; 4.150; 2.89; 6.40e+07;  4.81
-0.170;10.590; 4.200; 3.00; 3.50e+07;  5.54
-0.150;10.950; 4.167; 2.78; 4.56e+07;  4.83
-0.170;11.140; 4.200; 2.78; 2.69e+07;  4.99
-0.080;11.270; 4.062; 2.42; 1.30e+08;  3.62
-0.120;11.430; 4.117; 2.47; 6.90e+07;  4.03
-0.070;11.450; 4.050; 2.33; 1.50e+08;  3.42
-0.130;11.650; 4.133; 2.42; 5.07e+07;  3.98
-0.120;11.680; 4.117; 2.37; 6.32e+07;  3.83
-0.120;11.910; 4.117; 2.28; 5.25e+07;  3.68
-0.080;12.070; 4.062; 2.10; 1.06e+08;  3.25
-0.120;12.070; 4.117; 2.21; 4.22e+07;  3.57
-0.100;12.120; 4.087; 2.13; 7.24e+07;  3.35
-0.120;12.200; 4.117; 2.16; 2.83e+07;  3.50
-0.110;12.310; 4.100; 2.08; 3.83e+07;  3.32
-0.090;12.340; 4.075; 2.02; 7.26e+07;  3.15
-0.110;12.350; 4.100; 2.06; 3.31e+07;  3.30
-0.070;12.430; 4.050; 1.94; 1.06e+08;  2.97
-0.060;12.430; 4.040; 1.92; 1.23e+08;  2.93
-0.100;12.550; 4.087; 1.96; 2.55e+07;  3.11
-0.100;12.560; 4.087; 1.96; 2.39e+07;  3.11
-0.080;12.590; 4.062; 1.90; 6.74e+07;  2.95
-0.070;12.700; 4.050; 1.83; 7.68e+07;  2.83
-0.050;12.740; 4.030; 1.78; 1.17e+08;  2.73
-0.060;12.830; 4.040; 1.76; 8.06e+07;  2.73
-0.020;12.900; 4.000; 1.67; 1.76e+08;  2.54
-0.060;12.960; 4.040; 1.71; 5.12e+07;  2.67
 1.010; 8.960; 3.694; 1.62; 2.42e+08;  2.92
 0.840; 8.980; 3.727; 1.56; 3.61e+08;  2.56
 0.770; 9.050; 3.740; 1.52; 4.29e+08;  2.41
 1.040; 9.070; 3.688; 1.59; 2.46e+08;  2.90
 0.450; 9.180; 3.813; 1.42; 6.74e+08;  2.05
 0.960; 9.320; 3.704; 1.46; 3.77e+08;  2.52
 1.030; 9.360; 3.690; 1.47; 3.28e+08;  2.64
 0.960; 9.490; 3.704; 1.39; 4.40e+08;  2.40
 0.985; 9.610; 3.699; 1.35; 4.62e+08;  2.36
 0.060; 9.760; 3.969; 1.24; 1.08e+07;  2.06
 0.490; 9.840; 3.800; 1.16; 1.10e+09;  1.73
 0.415; 9.910; 3.823; 1.12; 1.18e+09;  1.68
 0.470; 9.970; 3.806; 1.11; 1.22e+09;  1.67
 0.450; 9.980; 3.813; 1.10; 1.23e+09;  1.66
 0.390;10.060; 3.831; 1.06; 1.27e+09;  1.62
 0.470;10.060; 3.806; 1.07; 1.30e+09;  1.63
 0.455;10.090; 3.811; 1.06; 1.33e+09;  1.61
 0.430;10.120; 3.819; 1.04; 1.35e+09;  1.59
 0.420;10.160; 3.822; 1.03; 1.37e+09;  1.58
 0.470;10.200; 3.806; 1.01; 1.43e+09;  1.57
 0.440;10.200; 3.816; 1.01; 1.42e+09;  1.57
 0.385;10.220; 3.833; 1.00; 1.34e+09;  1.56
 0.430;10.270; 3.819; 0.98; 1.47e+09;  1.54
 0.420;10.280; 3.822; 0.98; 1.46e+09;  1.54
 0.420;10.290; 3.822; 0.97; 1.46e+09;  1.53
 0.380;10.410; 3.834; 0.92; 1.41e+09;  1.51
 0.420;10.450; 3.822; 0.91; 1.56e+09;  1.49
 0.420;10.460; 3.822; 0.91; 1.57e+09;  1.48
 0.410;10.520; 3.825; 0.88; 1.59e+09;  1.47
 0.360;10.570; 3.841; 0.86; 8.92e+08;  1.58
 0.360;10.570; 3.841; 0.86; 1.24e+09;  1.50
 0.360;10.570; 3.841; 0.86; 1.37e+09;  1.48
 0.430;10.710; 3.819; 0.81; 1.88e+09;  1.40
 0.440;10.920; 3.816; 0.72; 1.25e+09;  1.45
 0.440;10.920; 3.816; 0.72; 1.60e+09;  1.41
 0.440;10.920; 3.816; 0.72; 2.14e+09;  1.34
 0.380;10.940; 3.834; 0.71; 9.11e+08;  1.46
 0.390;10.980; 3.831; 0.69; 9.70e+08;  1.44
 0.410;11.200; 3.825; 0.61; 1.07e+09;  1.37
 0.450;11.240; 3.813; 0.60; 1.42e+09;  1.35
 0.440;11.240; 3.816; 0.60; 1.33e+09;  1.35
 0.420;11.300; 3.822; 0.57; 1.11e+09;  1.34
 0.430;11.410; 3.819; 0.53; 1.14e+09;  1.31
 0.480;11.470; 3.803; 0.51; 1.71e+09;  1.27
 0.440;11.640; 3.816; 0.43; 9.74e+08;  1.25
 0.480;11.780; 3.803; 0.38; 1.40e+09;  1.21
 0.460;11.790; 3.809; 0.38; 1.02e+09;  1.21
 0.420;12.240; 3.822; 0.19;-1.29e+09;  1.18
 0.600;12.330; 3.775; 0.18; 2.35e+09;  1.06
-0.003; 7.940; 4.079; 2.50; 1.16e+08;  3.79
 0.010; 8.260; 4.062; 2.34; 1.44e+08;  3.46
-0.006; 8.330; 4.082; 2.35; 9.42e+07;  3.72
 0.008; 8.460; 4.065; 2.26; 1.09e+08;  3.53
 0.008; 8.460; 4.065; 2.26; 1.47e+08;  3.37
 0.008; 8.460; 4.065; 2.26; 1.55e+08;  3.33
 0.051; 8.480; 4.019; 2.18; 1.90e+08;  3.12
 0.030; 8.520; 4.040; 2.19; 1.77e+08;  3.17
 0.001; 8.520; 4.074; 2.25; 1.00e+08;  3.53
 0.060; 8.800; 4.010; 2.04; 2.29e+08;  2.89
 0.028; 8.850; 4.042; 2.06; 1.32e+08;  3.16
-0.020; 8.890; 4.100; 2.16; 5.64e+07;  3.43
 0.001; 8.980; 4.074; 2.07; 8.52e+07;  3.22
 0.053; 9.300; 4.017; 1.85; 1.61e+08;  2.80
 0.049; 9.310; 4.021; 1.85; 1.53e+08;  2.80
 0.060; 9.560; 4.010; 1.73; 1.60e+08;  2.63
 0.034; 9.640; 4.036; 1.74; 8.40e+07;  2.69
 0.170; 9.720; 3.941; 1.58; 4.69e+08;  2.22
 0.098; 9.890; 3.983; 1.56; 2.04e+08;  2.39
 0.116; 9.930; 3.971; 1.53; 2.38e+08;  2.34
 0.115;10.010; 3.972; 1.50; 2.26e+08;  2.31
 0.110;10.160; 3.975; 1.44; 1.84e+08;  2.25
 0.136;10.270; 3.959; 1.38; 2.34e+08;  2.16
 0.143;10.280; 3.954; 1.37; 2.54e+08;  2.14
 0.134;10.310; 3.960; 1.36; 2.17e+08;  2.15
 0.200;10.450; 3.927; 1.28; 3.64e+08;  2.02
 0.201;10.460; 3.927; 1.28; 3.65e+08;  2.02
 0.164;10.460; 3.944; 1.29; 2.66e+08;  2.05
 0.198;10.510; 3.928; 1.26; 3.47e+08;  2.00
 0.276;10.740; 3.894; 1.14; 5.26e+08;  1.87
 0.270;10.930; 3.896; 1.07; 4.68e+08;  1.80
 0.156;10.930; 3.947; 1.10;-3.00e+07;  1.91
 0.398;11.090; 3.847; 1.00; 1.23e+09;  1.58
 0.342;11.180; 3.868; 0.96; 6.55e+08;  1.69
 0.350;11.210; 3.865; 0.95; 6.78e+08;  1.67
 0.351;11.450; 3.865; 0.85; 5.92e+08;  1.59
 0.380;11.450; 3.854; 0.85; 7.34e+08;  1.58
 0.414;11.450; 3.842; 0.85; 8.70e+08;  1.58
 0.414;11.450; 3.842; 0.85; 1.28e+09;  1.49
 0.414;11.450; 3.842; 0.85; 1.34e+09;  1.48
 0.360;11.470; 3.862; 0.85; 6.26e+08;  1.58
 0.360;11.500; 3.862; 0.83; 6.10e+08;  1.57
 0.278;11.770; 3.893; 0.73;-3.14e+08;  1.56
 0.470;11.940; 3.825; 0.66; 1.10e+09;  1.41
 0.469;11.950; 3.825; 0.66; 1.09e+09;  1.41
 0.645;12.200; 3.778; 0.58; 3.65e+09;  1.20
 0.010; 7.950; 4.375; 4.70; 9.03e+06; 16.31
 0.250; 9.030; 4.010; 3.52; 2.56e+07;  7.53
 1.630;10.090; 3.645; 3.15; 2.96e+07;  7.00
 1.630;10.090; 3.645; 3.15; 4.60e+07;  6.17
 1.630;10.090; 3.645; 3.15; 6.59e+07;  5.60
 1.040;10.270; 3.759; 2.86; 4.64e+07;  5.68
 1.040;10.270; 3.759; 2.86; 8.09e+07;  4.92
 1.040;10.270; 3.759; 2.86; 9.76e+07;  4.73
 2.010;10.910; 3.477; 3.79;         ;
 1.600;10.980; 3.642; 2.81; 4.30e+07;  5.89
 1.600;10.980; 3.642; 2.81; 6.99e+07;  5.14
 1.600;10.980; 3.642; 2.81; 1.26e+08;  4.39
 0.440;11.080; 3.905; 2.52; 9.98e+07;  4.11
 0.680;11.220; 3.819; 2.47; 9.23e+07;  4.25
 0.450;11.560; 3.900; 2.33; 1.39e+08;  3.61
 0.440;11.570; 3.905; 2.33; 1.40e+08;  3.59
 1.520;11.630; 3.642; 2.54; 6.34e+07;  4.94
 1.520;11.630; 3.642; 2.54; 9.57e+07;  4.49
 1.520;11.630; 3.642; 2.54; 2.05e+08;  3.69
 1.440;11.660; 3.658; 2.48; 6.26e+07;  4.96
 1.440;11.660; 3.658; 2.48; 1.07e+08;  4.29
 1.440;11.660; 3.658; 2.48; 2.06e+08;  3.68
 1.160;11.680; 3.713; 2.36; 8.52e+07;  4.39
 1.160;11.680; 3.713; 2.36; 1.35e+08;  3.93
 1.160;11.680; 3.713; 2.36; 1.77e+08;  3.74
 0.560;11.700; 3.854; 2.28; 1.37e+08;  3.63
 0.410;11.730; 3.918; 2.27; 1.58e+08;  3.42
 1.990;11.770; 3.428; 3.75;         ;
 1.340;11.840; 3.678; 2.37; 7.74e+07;  4.56
 1.340;11.840; 3.678; 2.37; 1.28e+08;  4.00
 1.340;11.840; 3.678; 2.37; 2.18e+08;  3.58
 1.710;11.960; 3.602; 2.56; 2.71e+08;  3.37
 0.930;12.030; 3.759; 2.17; 1.32e+08;  3.69
 0.640;12.040; 3.831; 2.13; 1.66e+08;  3.37
 0.380;12.100; 3.932; 2.13; 2.01e+08;  3.11
 0.850;12.200; 3.776; 2.09; 1.56e+08;  3.45
 1.190;12.310; 3.708; 2.12; 1.22e+08;  3.81
 1.190;12.310; 3.708; 2.12; 1.77e+08;  3.51
 1.190;12.310; 3.708; 2.12; 1.88e+08;  3.47
 0.960;12.320; 3.752; 2.06; 1.56e+08;  3.45
 0.960;12.320; 3.752; 2.06; 1.56e+08;  3.45
 1.650;12.390; 3.615; 2.34; 2.14e+08;  3.08
 1.650;12.390; 3.615; 2.34; 2.15e+08;  3.08
 1.650;12.390; 3.615; 2.34; 3.67e+08;  3.03
 0.590;12.440; 3.847; 1.97; 2.31e+08;  2.96
 1.380;12.460; 3.670; 2.14; 1.05e+08;  4.04
 1.380;12.460; 3.670; 2.14; 1.65e+08;  3.58
 1.380;12.460; 3.670; 2.14; 2.79e+08;  3.26
 1.390;12.570; 3.668; 2.10; 1.13e+08;  3.93
 1.390;12.570; 3.668; 2.10; 1.72e+08;  3.51
 1.390;12.570; 3.668; 2.10; 2.85e+08;  3.22
 0.390;12.590; 3.927; 1.94; 2.86e+08;  2.73
 1.520;12.620; 3.642; 2.15; 1.43e+08;  3.59
 1.520;12.620; 3.642; 2.15; 1.67e+08;  3.51
 1.520;12.620; 3.642; 2.15; 3.35e+08;  3.09
 1.050;12.630; 3.735; 1.96; 1.75e+08;  3.30
 0.200;12.750; 4.062; 2.05; 1.01e+08;  3.17
 0.520;12.770; 3.873; 1.84; 3.25e+08;  2.63
 1.330;12.850; 3.680; 1.96; 1.39e+08;  3.62
 1.330;12.850; 3.680; 1.96; 2.05e+08;  3.27
 1.330;12.850; 3.680; 1.96; 2.39e+08;  3.20
 1.260;12.910; 3.694; 1.90; 1.59e+08;  3.43
 0.910;13.060; 3.763; 1.76; 2.80e+08;  2.78
 1.010;13.080; 3.742; 1.77; 2.52e+08;  2.88
 0.350;13.080; 3.945; 1.75; 3.85e+08;  2.43
 1.460;13.090; 3.654; 1.92; 1.79e+08;  3.28
 1.460;13.090; 3.654; 1.92; 2.09e+08;  3.21
 1.460;13.090; 3.654; 1.92; 3.28e+08;  3.00
 1.130;13.140; 3.719; 1.77; 2.16e+08;  3.04
 0.820;13.150; 3.782; 1.71; 3.31e+08;  2.62
 1.150;13.250; 3.715; 1.73; 2.24e+08;  3.00
 0.550;13.270; 3.862; 1.64; 4.72e+08;  2.31
 1.330;13.290; 3.680; 1.78; 1.81e+08;  3.26
 1.320;13.300; 3.682; 1.77; 1.81e+08;  3.26
 0.830;13.340; 3.780; 1.64; 3.88e+08;  2.49
 0.670;13.340; 3.822; 1.62; 4.57e+08;  2.35
 1.150;13.370; 3.715; 1.68; 2.49e+08;  2.89
 0.850;13.390; 3.776; 1.62; 3.96e+08;  2.47
 1.360;13.410; 3.674; 1.75; 2.01e+08;  3.13
 1.390;13.410; 3.668; 1.76; 2.05e+08;  3.10
 1.180;13.420; 3.710; 1.67; 2.44e+08;  2.91
 1.170;13.440; 3.712; 1.66; 2.54e+08;  2.87
 0.840;13.460; 3.778; 1.59; 4.26e+08;  2.41
 1.320;13.520; 3.682; 1.68; 2.12e+08;  3.06
 0.550;13.530; 3.862; 1.53; 5.72e+08;  2.16
 0.810;13.580; 3.784; 1.54; 4.91e+08;  2.30
 1.310;13.580; 3.684; 1.66; 2.20e+08;  3.02
 0.920;13.580; 3.760; 1.55; 4.33e+08;  2.40
 1.240;13.610; 3.698; 1.61; 2.53e+08;  2.88
 0.510;13.620; 3.877; 1.50; 6.10e+08;  2.10
 0.810;13.630; 3.784; 1.52; 5.13e+08;  2.26
 0.530;13.630; 3.869; 1.50; 6.16e+08;  2.10
 1.140;13.640; 3.717; 1.57; 3.24e+08;  2.65
 0.420;13.640; 3.914; 1.51; 5.66e+08;  2.11
 1.240;13.650; 3.698; 1.60; 2.62e+08;  2.85
 0.490;13.680; 3.885; 1.48; 6.30e+08;  2.07
 1.120;13.680; 3.721; 1.55; 3.51e+08;  2.58
 0.990;13.680; 3.746; 1.52; 4.36e+08;  2.40
 0.440;13.680; 3.905; 1.48; 6.00e+08;  2.08
 1.120;13.680; 3.721; 1.55; 3.51e+08;  2.58
 1.140;13.700; 3.717; 1.55; 3.42e+08;  2.60
 1.170;13.730; 3.712; 1.55; 3.29e+08;  2.64
 1.100;13.740; 3.725; 1.52; 3.86e+08;  2.50
 0.990;13.750; 3.746; 1.49; 4.63e+08;  2.35
 0.990;13.750; 3.746; 1.49; 4.63e+08;  2.35
 1.170;13.750; 3.712; 1.54; 3.35e+08;  2.62
 1.030;13.770; 3.738; 1.49; 4.45e+08;  2.38
 0.560;13.780; 3.858; 1.43; 6.85e+08;  2.02
 0.750;13.810; 3.798; 1.44; 6.33e+08;  2.10
 1.150;13.820; 3.715; 1.50; 3.72e+08;  2.53
 1.050;13.820; 3.735; 1.48; 4.51e+08;  2.37
 1.140;13.830; 3.717; 1.50; 3.84e+08;  2.50
 1.120;13.860; 3.721; 1.48; 4.12e+08;  2.45
 1.330;13.860; 3.680; 1.55; 2.87e+08;  2.76
 1.080;13.870; 3.729; 1.47; 4.50e+08;  2.37
 1.140;13.880; 3.717; 1.48; 4.02e+08;  2.47
 1.140;13.880; 3.717; 1.48; 4.02e+08;  2.47
 0.980;13.900; 3.747; 1.43; 5.33e+08;  2.24
 1.240;13.900; 3.698; 1.50; 3.28e+08;  2.64
 1.120;13.910; 3.721; 1.46; 4.30e+08;  2.41
 0.640;13.920; 3.831; 1.38; 7.44e+08;  1.98
 0.780;13.930; 3.791; 1.39; 6.86e+08;  2.05
 0.520;13.930; 3.873; 1.38; 7.47e+08;  1.95
 0.430;13.960; 3.909; 1.37; 6.53e+08;  1.97
 1.110;13.980; 3.723; 1.43; 4.68e+08;  2.34
 0.460;13.990; 3.896; 1.36; 7.08e+08;  1.94
 1.140;14.000; 3.717; 1.43; 4.47e+08;  2.38
 0.620;14.000; 3.837; 1.35; 7.93e+08;  1.93
 1.090;14.000; 3.727; 1.42; 4.96e+08;  2.30
 1.100;14.000; 3.725; 1.42; 4.87e+08;  2.31
 0.510;14.010; 3.877; 1.34; 7.70e+08;  1.91
 1.330;14.030; 3.680; 1.48; 3.35e+08;  2.63
 0.580;14.030; 3.850; 1.33; 8.18e+08;  1.90
 0.560;14.030; 3.858; 1.33; 8.12e+08;  1.90
 1.240;14.050; 3.698; 1.44; 3.75e+08;  2.53
 1.190;14.060; 3.708; 1.42; 4.23e+08;  2.43
 1.280;14.080; 3.690; 1.44; 3.46e+08;  2.60
 1.160;14.080; 3.713; 1.40; 4.60e+08;  2.36
 0.890;14.090; 3.766; 1.34; 7.07e+08;  2.03
 0.730;14.090; 3.803; 1.32; 8.08e+08;  1.93
 0.480;14.090; 3.888; 1.31; 7.62e+08;  1.89
 1.210;14.090; 3.704; 1.41; 4.16e+08;  2.44
 0.980;14.130; 3.747; 1.34; 6.50e+08;  2.10
 0.420;14.130; 3.914; 1.31; 4.46e+08;  2.05
 0.420;14.130; 3.914; 1.31; 6.24e+08;  1.95
 0.420;14.130; 3.914; 1.31; 6.54e+08;  1.93
 1.080;14.130; 3.729; 1.36; 5.64e+08;  2.20
 0.680;14.140; 3.819; 1.30; 8.63e+08;  1.88
 0.510;14.150; 3.877; 1.29; 8.24e+08;  1.86
 0.480;14.150; 3.888; 1.29; 7.80e+08;  1.87
 0.390;14.150; 3.927; 1.31; 3.76e+08;  2.06
 0.500;14.160; 3.881; 1.28; 8.12e+08;  1.86
 0.770;14.160; 3.793; 1.30; 8.35e+08;  1.91
 0.630;14.160; 3.834; 1.28; 8.87e+08;  1.85
 1.320;14.160; 3.682; 1.43; 3.74e+08;  2.53
 0.610;14.160; 3.841; 1.28; 8.91e+08;  1.85
 1.210;14.160; 3.704; 1.38; 4.43e+08;  2.39
 1.200;14.170; 3.706; 1.38; 4.57e+08;  2.36
 0.520;14.180; 3.873; 1.28; 8.47e+08;  1.84
 1.090;14.180; 3.727; 1.35; 5.80e+08;  2.18
 0.550;14.190; 3.862; 1.27; 8.86e+08;  1.83
 1.140;14.200; 3.717; 1.35; 5.34e+08;  2.24
 0.660;14.210; 3.825; 1.27; 9.14e+08;  1.84
 1.050;14.220; 3.734; 1.32; 6.36e+08;  2.11
 0.650;14.240; 3.828; 1.26; 9.35e+08;  1.82
 0.500;14.250; 3.881; 1.25; 8.40e+08;  1.82
 1.090;14.250; 3.727; 1.32; 6.16e+08;  2.14
 0.440;14.260; 3.905; 1.25; 4.86e+08;  1.98
 0.440;14.260; 3.905; 1.25; 6.85e+08;  1.88
 0.440;14.260; 3.905; 1.25; 7.15e+08;  1.86
 0.740;14.260; 3.800; 1.26; 9.19e+08;  1.85
 0.440;14.260; 3.905; 1.25; 4.86e+08;  1.98
 0.440;14.260; 3.905; 1.25; 6.85e+08;  1.88
 0.440;14.260; 3.905; 1.25; 7.15e+08;  1.86
 1.190;14.270; 3.708; 1.33; 5.11e+08;  2.28
 0.920;14.280; 3.760; 1.27; 8.07e+08;  1.95
 1.290;14.290; 3.688; 1.36; 4.12e+08;  2.45
 1.130;14.290; 3.719; 1.31; 5.91e+08;  2.17
 0.610;14.300; 3.841; 1.23; 9.81e+08;  1.78
 0.670;14.300; 3.822; 1.23; 9.72e+08;  1.80
 0.480;14.300; 3.888; 1.23; 5.81e+08;  1.95
 0.480;14.300; 3.888; 1.23; 5.84e+08;  1.95
 0.480;14.300; 3.888; 1.23; 8.13e+08;  1.82
 1.150;14.300; 3.715; 1.31; 5.72e+08;  2.19
 0.550;14.330; 3.862; 1.21; 9.47e+08;  1.77
 0.430;14.340; 3.909; 1.22; 4.52e+08;  1.95
 1.250;14.340; 3.696; 1.32; 4.73e+08;  2.34
 0.530;14.350; 3.869; 1.21; 9.22e+08;  1.77
 0.900;14.350; 3.764; 1.24; 8.85e+08;  1.89
 0.420;14.360; 3.914; 1.22; 4.23e+08;  1.95
 0.570;14.370; 3.854; 1.20; 9.94e+08;  1.75
 0.520;14.370; 3.873; 1.20; 9.11e+08;  1.77
 0.470;14.370; 3.892; 1.20; 5.52e+08;  1.92
 0.470;14.370; 3.892; 1.20; 6.92e+08;  1.86
 0.470;14.370; 3.892; 1.20; 7.98e+08;  1.80
 0.490;14.370; 3.885; 1.20; 6.03e+08;  1.92
 0.490;14.370; 3.885; 1.20; 6.20e+08;  1.91
 0.490;14.370; 3.885; 1.20; 8.48e+08;  1.79
 0.510;14.380; 3.877; 1.20; 8.96e+08;  1.77
 0.460;14.380; 3.896; 1.20; 5.26e+08;  1.92
 0.460;14.380; 3.896; 1.20; 7.40e+08;  1.83
 0.460;14.380; 3.896; 1.20; 7.75e+08;  1.81
 0.510;14.380; 3.877; 1.20; 8.96e+08;  1.77
 1.180;14.380; 3.710; 1.29; 5.76e+08;  2.19
 0.840;14.400; 3.777; 1.21; 9.77e+08;  1.82
 0.960;14.400; 3.751; 1.23; 8.51e+08;  1.91
 0.940;14.410; 3.755; 1.22; 8.83e+08;  1.89
 0.670;14.430; 3.822; 1.18; 1.07e+09;  1.74
 0.810;14.430; 3.784; 1.20; 1.02e+09;  1.79
 0.720;14.440; 3.806; 1.18; 1.06e+09;  1.75
 0.640;14.440; 3.831; 1.17; 1.08e+09;  1.73
 0.810;14.440; 3.784; 1.19; 1.02e+09;  1.79
 0.740;14.450; 3.800; 1.18; 1.06e+09;  1.75
 0.380;14.470; 3.932; 1.19; 2.67e+08;  1.94
 0.480;14.480; 3.888; 1.16; 5.68e+08;  1.88
 0.480;14.480; 3.888; 1.16; 7.76e+08;  1.79
 0.480;14.480; 3.888; 1.16; 8.34e+08;  1.76
 0.620;14.490; 3.837; 1.15; 1.10e+09;  1.70
 0.530;14.520; 3.869; 1.14; 9.78e+08;  1.72
 0.560;14.530; 3.858; 1.13; 1.04e+09;  1.70
 0.480;14.530; 3.888; 1.14; 5.62e+08;  1.86
 0.480;14.530; 3.888; 1.14; 8.35e+08;  1.75
 0.480;14.530; 3.888; 1.14; 8.38e+08;  1.75
 0.500;14.530; 3.881; 1.14; 6.19e+08;  1.85
 0.500;14.530; 3.881; 1.14; 7.56e+08;  1.80
 0.500;14.530; 3.881; 1.14; 8.94e+08;  1.73
 1.190;14.530; 3.708; 1.23; 6.45e+08;  2.11
 0.400;14.540; 3.923; 1.15; 3.10e+08;  1.90
 0.450;14.550; 3.900; 1.13; 4.79e+08;  1.86
 0.400;14.550; 3.923; 1.15; 3.05e+08;  1.89
 0.380;14.550; 3.932; 1.15; 2.33e+08;  1.91
 0.980;14.570; 3.747; 1.16; 9.59e+08;  1.84
 0.540;14.580; 3.865; 1.11; 1.02e+09;  1.69
 0.530;14.580; 3.869; 1.12; 9.90e+08;  1.70
 0.810;14.590; 3.784; 1.13; 1.15e+09;  1.71
 0.840;14.600; 3.777; 1.13; 1.15e+09;  1.72
 0.710;14.610; 3.809; 1.11; 1.20e+09;  1.67
